"id","part_number","description","material","dimensions","category_raw","category_master","cost","currency","vendor_name","updated_at","source_file","source_system","price_per_unom","raw_json","vault_engineer_name","vault_vault_file_name","vault_revision_no","invoice_description_raw","sap_revision_no","sap_cad_file","po_vendor_name","sap_category","vault_checkout_status","po_description_raw","invoice_due_date","powerbi_abc_class","sap_drawing_no","powerbi_category","sap_engineer_name","invoice_vendor_name","invoice_unit_price","po_delivery_date","vault_material","sap_spec_material","sap_storage_location","invoice_qty_supplied","sap_currency","powerbi_criticality_index","category","sap_approval_status","vault_cad_type","vault_notes","sap_spec_weight","sap_created_date","sap_spec_grade","powerbi_description","powerbi_powerbi_flag","invoice_remarks","po_currency","po_po_no","sap_spec_tolerance","sap_active_flag","sap_sub_category","sap_price_per_uom","powerbi_avg_lead_time_days","sap_commodity_code","powerbi_risk_rating","vault_lifecycle_state","po_order_date","sap_vendor_code","sap_order_uom","sap_material_type","sap_plant","sap_spec_dimensions","powerbi_material","powerbi_sub_category","po_remarks","invoice_invoice_no","sap_valuation_type","sap_is_standard_part","sap_material_group","sap_spec_finish","invoice_invoice_date","vault_file_size_mb","sap_description_clean","po_qty_ordered","vault_category","vault_dimensions","sap_stock_qty","po_price_per_unit","sap_purchase_uom","vault_created_date","sap_material_code","vault_sub_category","invoice_currency","vault_last_modified","powerbi_utilization_score","powerbi_analysis_comment","sap_description_raw","sap_vendor_name","vault_drawing_no","powerbi_movement_frequency","user_dimensions","user_material","user_description","user_category","user_source_system","is_standard_part","revision_no","material_group","spec_dimensions","checkout_status","price_per_uom","utilization_score","spec_grade","movement_frequency","spec_tolerance","description_raw","risk_rating","all_sources","powerbi_flag","stock_qty","material_2","vendor_code","storage_location","sub_category","notes","description_clean","commodity_code","engineer_name","active_flag","drawing_no","lifecycle_state","cad_file","part_number_2","purchase_uom","analysis_comment","ocr_text","file_size_mb","criticality_index","avg_lead_time_days","order_uom","cad_type","plant","last_modified","valuation_type","abc_class","spec_finish","spec_weight","approval_status","spec_material","page","created_date","vault_file_name","sources","powerbi_material_2","sap_part_number_2","vault_material_2"
43,"P0043","Copper Valve 10x24 mm","FERT","10x24","Hydraulic","Hydraulic",NULL,"USD","ABC Industries","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Meena","P0043.ipt","D","NaN","D","part_0043.step","NaN","Hydraulic","Checked Out","NaN","NaN","A","DRW0043","Hydraulic","Priya","NaN","NaN","NaN","Copper","Copper","SL37","NaN","USD",NULL,"Hydraulic","Under Review","DWG","Update model","6.22","28-10-2021","EN8","Copper Valve 10x24 mm","Medium","NaN","NaN","NaN","±0.21 mm","NO","Valve","1295.41",NULL,"70546438.0","A","In Work","NaN","V391","EA","FERT","1000.0","10x24 mm","Copper","Valve","NaN","NaN","Batch","NO","Hydraulic","Zinc Plated","NaN","17.06","Copper Valve 10x24 mm","NaN","Hydraulic","10x24 mm","874.0","NaN","MTR","28-10-2021","M0043","Valve","NaN","16-05-2023",NULL,"High stock movement","Copper Valve 10x24 mm","ABC Industries","DRW0043","69.0",NULL,NULL,NULL,NULL,NULL,"NO","D","Hydraulic","10x24 mm","Checked Out","1295.41",NULL,"EN8","69.0","±0.21 mm","Copper Valve 10x24 mm","A","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Medium","874.0","Copper","V391","SL37","Valve","Update model","Copper Valve 10x24 mm","70546438.0","Meena","NO","DRW0043","In Work","part_0043.step","M0043","MTR","High stock movement",NULL,"17.06",NULL,NULL,"EA","DWG","1000.0","16-05-2023","Batch","A","Zinc Plated","6.22","Under Review","Copper","NaN","28-10-2021","P0043.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Copper Valve 10x24 mm""}]","Copper","M0043","Copper"
44,"P0044","SS304 Coupling 6x50 mm","FERT","6x50","Pipe Fitting","Pipe Fitting",NULL,"INR","ABC Industries","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Priya","P0044.ipt","D","NaN","D","part_0044.step","NaN","Pipe Fitting","Checked Out","NaN","NaN","B","DRW0044","Pipe Fitting","Priya","NaN","NaN","NaN","SS304","SS304","SL2","NaN","INR",NULL,"Pipe Fitting","Approved","IPT","Check interference","7.79","23-09-2024","EN8","SS304 Coupling 6x50 mm","Medium","NaN","NaN","NaN","±0.05 mm","YES","Coupling","4898.56",NULL,"71888797.0","C","Under Review","NaN","V303","KG","FERT","1000.0","6x50 mm","SS304","Coupling","NaN","NaN","Standard","YES","Pipe Fitting",NULL,"NaN","22.03","SS304 Coupling 6x50 mm","NaN","Pipe Fitting","6x50 mm","546.0","NaN","EA","23-09-2024","M0044","Coupling","NaN","16-02-2023","0.03","High stock movement","SS304 Coupling 6x50 mm","ABC Industries","DRW0044","79.0",NULL,NULL,NULL,NULL,NULL,"YES","D","Pipe Fitting","6x50 mm","Checked Out","4898.56","0.03","EN8","79.0","±0.05 mm","SS304 Coupling 6x50 mm","C","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Medium","546.0","SS304","V303","SL2","Coupling","Check interference","SS304 Coupling 6x50 mm","71888797.0","Priya","YES","DRW0044","Under Review","part_0044.step","M0044","EA","High stock movement",NULL,"22.03",NULL,NULL,"KG","IPT","1000.0","16-02-2023","Standard","B",NULL,"7.79","Approved","SS304","NaN","23-09-2024","P0044.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""SS304 Coupling 6x50 mm""}]","SS304","M0044","SS304"
45,"P0045","Aluminum Hex Bolt 10x169 mm","HALB","10x169","Fastener","Fastener",NULL,"INR","Prime Engineering","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"John","P0045.ipt","C","NaN","C","part_0045.step","NaN","Fastener","Checked Out","NaN","NaN","C","DRW0045","Fastener","Priya","NaN","NaN","NaN","Aluminum","Aluminum","SL41","NaN","INR",NULL,"Fastener","Under Review","STEP","Check interference","4.41","15-03-2023","A4","Aluminum Hex Bolt 10x169 mm","High","NaN","NaN","NaN","±0.55 mm","NO","Hex Bolt","1192.42",NULL,"41405295.0","C","Under Review","NaN","V146","KG","HALB","1000.0","10x169 mm","Aluminum","Hex Bolt","NaN","NaN","Batch","YES","Fastener","Polished","NaN","13.14","Aluminum Hex Bolt 10x169 mm","NaN","Fastener","10x169 mm","376.0","NaN","EA","15-03-2023","M0045","Hex Bolt","NaN","18-08-2022",NULL,NULL,"Aluminum Hex Bolt 10x169 mm","Prime Engineering","DRW0045",NULL,NULL,NULL,NULL,NULL,NULL,"YES","C","Fastener","10x169 mm","Checked Out","1192.42",NULL,"A4",NULL,"±0.55 mm","Aluminum Hex Bolt 10x169 mm","C","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","High","376.0","Aluminum","V146","SL41","Hex Bolt","Check interference","Aluminum Hex Bolt 10x169 mm","41405295.0","John","NO","DRW0045","Under Review","part_0045.step","M0045","EA",NULL,NULL,"13.14",NULL,NULL,"KG","STEP","1000.0","18-08-2022","Batch","C","Polished","4.41","Under Review","Aluminum","NaN","15-03-2023","P0045.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Aluminum Hex Bolt 10x169 mm""}]","Aluminum","M0045","Aluminum"
46,"P0046","Copper Valve 41x115 mm","HALB","41x115","Hydraulic","Hydraulic",NULL,"USD","ABC Industries","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"John","P0046.ipt","D","NaN","D","part_0046.step","NaN","Hydraulic","Checked In","NaN","NaN","B","DRW0046","Hydraulic","Suresh","NaN","NaN","NaN","Copper","Copper","SL37","NaN","USD","2.0","Hydraulic","Pending","DWG",NULL,"4.95","28-08-2021","A4","Copper Valve 41x115 mm","High","NaN","NaN","NaN","±0.60 mm","NO","Valve","921.21","35.0","59395396.0","A","Released","NaN","V666","KG","HALB","2000.0","41x115 mm","Copper","Valve","NaN","NaN","Batch","NO","Hydraulic",NULL,"NaN","2.37","Copper Valve 41x115 mm","NaN","Hydraulic","41x115 mm","830.0","NaN","EA","28-08-2021","M0046","Valve","NaN","28-07-2021","0.32",NULL,"Copper Valve 41x115 mm","ABC Industries","DRW0046",NULL,NULL,NULL,NULL,NULL,NULL,"NO","D","Hydraulic","41x115 mm","Checked In","921.21","0.32","A4",NULL,"±0.60 mm","Copper Valve 41x115 mm","A","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","High","830.0","Copper","V666","SL37","Valve",NULL,"Copper Valve 41x115 mm","59395396.0","John","NO","DRW0046","Released","part_0046.step","M0046","EA",NULL,NULL,"2.37","2.0","35.0","KG","DWG","2000.0","28-07-2021","Batch","B",NULL,"4.95","Pending","Copper","NaN","28-08-2021","P0046.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Copper Valve 41x115 mm""}]","Copper","M0046","Copper"
47,"P0047","Copper Pressure Sensor 47x160 mm","HALB","47x160","Sensor","Sensor",NULL,"INR","Prime Engineering","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Suresh","P0047.ipt","C","NaN","C","part_0047.step","NaN","Sensor","Checked Out","NaN","NaN","B","DRW0047","Sensor","Arun","NaN","NaN","NaN","Copper","Copper","SL45","NaN","INR","5.0","Sensor","Under Review","DWG","Verify with drawing","14.6","22-06-2021","SS304","Copper Pressure Sensor 47x160 mm","High","NaN","NaN","NaN","±0.40 mm","NO","Pressure Sensor","3706.98","2.0","14973692.0","C","In Work","NaN","V385","EA","HALB","1000.0","47x160 mm","Copper","Pressure Sensor","NaN","NaN","Standard","YES","Sensor","Anodized","NaN","21.38","Copper Pressure Sensor 47x160 mm","NaN","Sensor","47x160 mm","717.0","NaN","EA","22-06-2021","M0047","Pressure Sensor","NaN","13-01-2023","0.71",NULL,"Copper Pressure Sensor 47x160 mm","Prime Engineering","DRW0047","70.0",NULL,NULL,NULL,NULL,NULL,"YES","C","Sensor","47x160 mm","Checked Out","3706.98","0.71","SS304","70.0","±0.40 mm","Copper Pressure Sensor 47x160 mm","C","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","High","717.0","Copper","V385","SL45","Pressure Sensor","Verify with drawing","Copper Pressure Sensor 47x160 mm","14973692.0","Suresh","NO","DRW0047","In Work","part_0047.step","M0047","EA",NULL,NULL,"21.38","5.0","2.0","EA","DWG","1000.0","13-01-2023","Standard","B","Anodized","14.6","Under Review","Copper","NaN","22-06-2021","P0047.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Copper Pressure Sensor 47x160 mm""}]","Copper","M0047","Copper"
48,"P0048","SS316 Elbow 18x50 mm","HALB","18x50","Pipe Fitting","Pipe Fitting",NULL,"USD","MechSolutions","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Arun","P0048.ipt","A","NaN","A","part_0048.step","NaN","Pipe Fitting","Checked In","NaN","NaN","B","DRW0048","Pipe Fitting","Priya","NaN","NaN","NaN","SS316","SS316","SL42","NaN","USD",NULL,"Pipe Fitting","Approved","DWG",NULL,"5.08","05-07-2022","SS304","SS316 Elbow 18x50 mm","Low","NaN","NaN","NaN","±0.63 mm","NO","Elbow","3112.23","72.0","77119862.0","B","Under Review","NaN","V995","KG","HALB","3000.0","18x50 mm","SS316","Elbow","NaN","NaN","Standard","NO","Pipe Fitting",NULL,"NaN","11.43","SS316 Elbow 18x50 mm","NaN","Pipe Fitting","18x50 mm","524.0","NaN","KG","05-07-2022","M0048","Elbow","NaN","15-06-2024",NULL,"Consider alternate sourcing","SS316 Elbow 18x50 mm","MechSolutions","DRW0048",NULL,NULL,NULL,NULL,NULL,NULL,"NO","A","Pipe Fitting","18x50 mm","Checked In","3112.23",NULL,"SS304",NULL,"±0.63 mm","SS316 Elbow 18x50 mm","B","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Low","524.0","SS316","V995","SL42","Elbow",NULL,"SS316 Elbow 18x50 mm","77119862.0","Arun","NO","DRW0048","Under Review","part_0048.step","M0048","KG","Consider alternate sourcing",NULL,"11.43",NULL,"72.0","KG","DWG","3000.0","15-06-2024","Standard","B",NULL,"5.08","Approved","SS316","NaN","05-07-2022","P0048.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""SS316 Elbow 18x50 mm""}]","SS316","M0048","SS316"
49,"P0049","SS316 U Bracket 44x10 mm","ROH","44x10","Bracket","Bracket",NULL,"INR","MechSolutions","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Priya","P0049.ipt","A","NaN","A","part_0049.step","NaN","Bracket","Checked In","NaN","NaN","B","DRW0049","Bracket","Kumar","NaN","NaN","NaN","SS316","SS316","SL19","NaN","INR","1.0","Bracket","Approved","IPT","Check interference","6.96","24-10-2023","A4","SS316 U Bracket 44x10 mm","Medium","NaN","NaN","NaN","±1.00 mm","YES","U Bracket","1266.79",NULL,"69299404.0","C","Under Review","NaN","V812","EA","ROH","2000.0","44x10 mm","SS316","U Bracket","NaN","NaN","Standard","YES","Bracket","Zinc Plated","NaN","6.96","SS316 U Bracket 44x10 mm","NaN","Bracket","44x10 mm","923.0","NaN","KG","24-10-2023","M0049","U Bracket","NaN","23-07-2021","0.97","Check vendor lead time","SS316 U Bracket 44x10 mm","MechSolutions","DRW0049",NULL,NULL,NULL,NULL,NULL,NULL,"YES","A","Bracket","44x10 mm","Checked In","1266.79","0.97","A4",NULL,"±1.00 mm","SS316 U Bracket 44x10 mm","C","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Medium","923.0","SS316","V812","SL19","U Bracket","Check interference","SS316 U Bracket 44x10 mm","69299404.0","Priya","YES","DRW0049","Under Review","part_0049.step","M0049","KG","Check vendor lead time",NULL,"6.96","1.0",NULL,"EA","IPT","2000.0","23-07-2021","Standard","B","Zinc Plated","6.96","Approved","SS316","NaN","24-10-2023","P0049.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""SS316 U Bracket 44x10 mm""}]","SS316","M0049","SS316"
50,"P0050","SS316 Stepper Motor 18x156 mm","FERT","18x156","Motor","Motor",NULL,"EUR","MechSolutions","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"John","P0050.ipt","A","NaN","A","part_0050.step","NaN","Motor","Checked In","NaN","NaN","C","DRW0050","Motor","Kumar","NaN","NaN","NaN","SS316","SS316","SL18","NaN","EUR","5.0","Motor","Approved","IAM","Update model","14.62","10-10-2022","SS304","SS316 Stepper Motor 18x156 mm","Medium","NaN","NaN","NaN","±0.35 mm","NO","Stepper Motor","2702.51","65.0","39709245.0","B","Under Review","NaN","V952","KG","FERT","1000.0","18x156 mm","SS316","Stepper Motor","NaN","NaN","Standard","YES","Motor",NULL,"NaN","19.84","SS316 Stepper Motor 18x156 mm","NaN","Motor","18x156 mm","1833.0","NaN","MTR","10-10-2022","M0050","Stepper Motor","NaN","24-08-2022",NULL,"Check vendor lead time","SS316 Stepper Motor 18x156 mm","MechSolutions","DRW0050","73.0",NULL,NULL,NULL,NULL,NULL,"YES","A","Motor","18x156 mm","Checked In","2702.51",NULL,"SS304","73.0","±0.35 mm","SS316 Stepper Motor 18x156 mm","B","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Medium","1833.0","SS316","V952","SL18","Stepper Motor","Update model","SS316 Stepper Motor 18x156 mm","39709245.0","John","NO","DRW0050","Under Review","part_0050.step","M0050","MTR","Check vendor lead time",NULL,"19.84","5.0","65.0","KG","IAM","1000.0","24-08-2022","Standard","C",NULL,"14.62","Approved","SS316","NaN","10-10-2022","P0050.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""SS316 Stepper Motor 18x156 mm""}]","SS316","M0050","SS316"
51,"P0051","Copper Tee 31x11 mm","FERT","31x11","Pipe Fitting","Pipe Fitting",NULL,"INR","ABC Industries","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"John","P0051.ipt","C","NaN","C","part_0051.step","NaN","Pipe Fitting","Checked Out","NaN","NaN","B","DRW0051","Pipe Fitting","Priya","NaN","NaN","NaN","Copper","Copper","SL50","NaN","INR",NULL,"Pipe Fitting","Under Review","IAM","Check interference","12.23","07-08-2020","A4","Copper Tee 31x11 mm","High","NaN","NaN","NaN","±0.28 mm","NO","Tee","49.56",NULL,"31479065.0","C","Under Review","NaN","V570","BOX","FERT","3000.0","31x11 mm","Copper","Tee","NaN","NaN","Batch","NO","Pipe Fitting",NULL,"NaN","1.45","Copper Tee 31x11 mm","NaN","Pipe Fitting","31x11 mm","882.0","NaN","MTR","07-08-2020","M0051","Tee","NaN","27-03-2024","0.74","Consider alternate sourcing","Copper Tee 31x11 mm","ABC Industries","DRW0051","4.0",NULL,NULL,NULL,NULL,NULL,"NO","C","Pipe Fitting","31x11 mm","Checked Out","49.56","0.74","A4","4.0","±0.28 mm","Copper Tee 31x11 mm","C","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","High","882.0","Copper","V570","SL50","Tee","Check interference","Copper Tee 31x11 mm","31479065.0","John","NO","DRW0051","Under Review","part_0051.step","M0051","MTR","Consider alternate sourcing",NULL,"1.45",NULL,NULL,"BOX","IAM","3000.0","27-03-2024","Batch","B",NULL,"12.23","Under Review","Copper","NaN","07-08-2020","P0051.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Copper Tee 31x11 mm""}]","Copper","M0051","Copper"
52,"P0052","Copper Pressure Sensor 39x77 mm","HALB","39x77","Sensor","Sensor",NULL,"INR","ElectroWorks","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Arun","P0052.ipt","C","NaN","C","part_0052.step","NaN","Sensor","Checked Out","NaN","NaN","B","DRW0052","Sensor","Priya","NaN","NaN","NaN","Copper","Copper","SL48","NaN","INR",NULL,"Sensor","Under Review","IAM","Check interference","3.08","24-09-2024","SS304","Copper Pressure Sensor 39x77 mm","Medium","NaN","NaN","NaN","±0.91 mm","NO","Pressure Sensor","4697.88","81.0","69875892.0","C","Obsolete","NaN","V363","KG","HALB","3000.0","39x77 mm","Copper","Pressure Sensor","NaN","NaN","Batch","NO","Sensor","Polished","NaN","10.63","Copper Pressure Sensor 39x77 mm","NaN","Sensor","39x77 mm","958.0","NaN","MTR","24-09-2024","M0052","Pressure Sensor","NaN","27-05-2022","0.78","Consider alternate sourcing","Copper Pressure Sensor 39x77 mm","ElectroWorks","DRW0052",NULL,NULL,NULL,NULL,NULL,NULL,"NO","C","Sensor","39x77 mm","Checked Out","4697.88","0.78","SS304",NULL,"±0.91 mm","Copper Pressure Sensor 39x77 mm","C","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Medium","958.0","Copper","V363","SL48","Pressure Sensor","Check interference","Copper Pressure Sensor 39x77 mm","69875892.0","Arun","NO","DRW0052","Obsolete","part_0052.step","M0052","MTR","Consider alternate sourcing",NULL,"10.63",NULL,"81.0","KG","IAM","3000.0","27-05-2022","Batch","B","Polished","3.08","Under Review","Copper","NaN","24-09-2024","P0052.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Copper Pressure Sensor 39x77 mm""}]","Copper","M0052","Copper"
53,"P0053","SS316 Washer 29x151 mm","HALB","29x151","Fastener","Fastener",NULL,"INR","ABC Industries","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Priya","P0053.ipt","A","NaN","A","part_0053.step","NaN","Fastener","Checked Out","NaN","NaN","B","DRW0053","Fastener","John","NaN","NaN","NaN","SS316","SS316","SL33","NaN","INR",NULL,"Fastener","Approved","STEP","Check interference","7.69","15-05-2021","SS304","SS316 Washer 29x151 mm","High","NaN","NaN","NaN","±0.08 mm","YES","Washer","1682.02","36.0","76538151.0","C","In Work","NaN","V925","BOX","HALB","1000.0","29x151 mm","SS316","Washer","NaN","NaN","Batch","NO","Fastener","Polished","NaN","13.16","SS316 Washer 29x151 mm","NaN","Fastener","29x151 mm","787.0","NaN","KG","15-05-2021","M0053","Washer","NaN","24-06-2023",NULL,"Check vendor lead time","SS316 Washer 29x151 mm","ABC Industries","DRW0053",NULL,NULL,NULL,NULL,NULL,NULL,"NO","A","Fastener","29x151 mm","Checked Out","1682.02",NULL,"SS304",NULL,"±0.08 mm","SS316 Washer 29x151 mm","C","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","High","787.0","SS316","V925","SL33","Washer","Check interference","SS316 Washer 29x151 mm","76538151.0","Priya","YES","DRW0053","In Work","part_0053.step","M0053","KG","Check vendor lead time",NULL,"13.16",NULL,"36.0","BOX","STEP","1000.0","24-06-2023","Batch","B","Polished","7.69","Approved","SS316","NaN","15-05-2021","P0053.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""SS316 Washer 29x151 mm""}]","SS316","M0053","SS316"
54,"P0054","Copper Nut 9x102 mm","FERT","9x102","Fastener","Fastener",NULL,"INR","Global Metals","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Kumar","P0054.ipt","A","NaN","A","part_0054.step","NaN","Fastener","Checked Out","NaN","NaN","A","DRW0054","Fastener","Kumar","NaN","NaN","NaN","Copper","Copper","SL23","NaN","INR","5.0","Fastener","Pending","IAM","Check interference","12.14","12-06-2020","A4","Copper Nut 9x102 mm","Medium","NaN","NaN","NaN","±0.75 mm","NO","Nut","3346.06",NULL,"57182736.0","C","Released","NaN","V867","BOX","FERT","1000.0","9x102 mm","Copper","Nut","NaN","NaN","Standard","YES","Fastener","Polished","NaN","20.15","Copper Nut 9x102 mm","NaN","Fastener","9x102 mm","175.0","NaN","EA","12-06-2020","M0054","Nut","NaN","12-09-2021","0.28","Part used frequently","Copper Nut 9x102 mm","Global Metals","DRW0054",NULL,NULL,NULL,NULL,NULL,NULL,"YES","A","Fastener","9x102 mm","Checked Out","3346.06","0.28","A4",NULL,"±0.75 mm","Copper Nut 9x102 mm","C","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Medium","175.0","Copper","V867","SL23","Nut","Check interference","Copper Nut 9x102 mm","57182736.0","Kumar","NO","DRW0054","Released","part_0054.step","M0054","EA","Part used frequently",NULL,"20.15","5.0",NULL,"BOX","IAM","1000.0","12-09-2021","Standard","A","Polished","12.14","Pending","Copper","NaN","12-06-2020","P0054.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Copper Nut 9x102 mm""}]","Copper","M0054","Copper"
